area,construction_time,floor,intro,price,title,zoning
118m²,2019年建造,低层(共26层),"
                    康桥香溪里  
                    中牟-中牟城区-广惠街,近滨河路",105,首付8万  团购价不限购   可用公积金  均价8XXX,3室2厅
86m²,2018年建造,低层(共24层),"
                    长江一号(二期)  
                    二七-碧云路-京广快速路,近长江东路",115,新出必看，南北通透小三房，精装双气，上长江东路小学，看房方便,3室2厅
143m²,2021年建造,低层(共28层),"
                    金科博翠书院小镇  
                    中牟-中牟城区-紫寰路,近琼花路",125,改善选绿博 金科博翠书院小镇 六大书院 品质物业 冰雪世界,3室2厅
125m²,2010年建造,低层(共29层),"
                    广汇PAMA  
                    金水-燕庄-金水路216号",330,CBD旁 欧式精装 标准三房二厅 带120平大花园 实拍诚售,3室2厅
122m²,2016年建造,低层(共24层),"
                    伟业栖岸  
                    金水-燕庄-福元路3号",206,（优）送大露台的河景房中州大道业主急售建业城市花园旁伟业栖岸,3室2厅
171m²,2015年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",400,精装修送100平花园还有超大空间地下室，低总价超实惠,3室2厅
148m²,2010年建造,低层(共26层),"
                    建业森林半岛(上街)  
                    上街-上街周边-许昌路,近金华路",85,满二唯一住房 3室2厅 建业森林半岛(上街) 朝南 148平,3室2厅
88m²,2015年建造,低层(共26层),"
                    中联创橄榄城五号院  
                    二七-连云路-连云路128号",120,南三环五号院 89平小三室 精装 拎包入住 业主急售 价格面,3室2厅
89m²,2016年建造,低层(共24层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",100,首付30买通透三房，近地铁！公园旁！大学南路值得期待！,3室2厅
141m²,2016年建造,低层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",245,一梯一户 地铁5号线福塔东站200米 盛华里商超100米,3室2厅
160m²,2011年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",304,双卫距离地铁五号线800米  双气 紧靠朝凤路小学 亚太明珠,3室2厅
136m²,2000年建造,低层(共26层),"
                    远大理想城  
                    经开-远大理想城-经北二路,近朝凤路",218,远大理想城 五号线地铁口，可上朝凤路小学，满五唯一，拎包入住,3室2厅
136m²,2000年建造,低层(共26层),"
                    远大理想城  
                    经开-远大理想城-经北二路,近朝凤路",218,远大理想城 3室2厅2卫 136.0平米 218.00万元,3室2厅
89m²,2015年建造,低层(共26层),"
                    中联创橄榄城五号院  
                    二七-连云路-连云路128号",115,你看看便宜不，错过就没，连云路橄榄城五号院小三室，税满有本,3室2厅
89m²,2015年建造,低层(共27层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",99,大学路 急售急售 简装3房99万 南北通透 近地铁近公园,3室2厅
147m²,2011年建造,低层(共26层),"
                    丰庆华府  
                    金水-绿荫广场-丰庆路13号",230,首付35万单价15645省中医院对面 丰庆华府 东风路丰庆路,3室2厅
142m²,,低层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",250,5号线地铁旁 九鼎世家品质楼盘 通透双卫三房 南北双阳台,3室2厅
89m²,2017年建造,低层(共27层),"
                    鑫苑鑫家(3期)  
                    二七-华中片-大学南路",103,超低首付16万 地铁口公园旁 南北通透 新小区 环境优美,3室2厅
142m²,2015年建造,低层(共26层),"
                    建业春天里(中牟)  
                    郑东新区-商都路-万三公路,近平安大道",230,真实 诚心卖 建业大三房带50平院子 价格可谈 随时过户,3室2厅
164m²,2016年建造,低层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",630,东润泰和 3室2厅2卫 164.0平米 630.00万元,3室2厅
132m²,2005年建造,低层(共25层),"
                    嵩山南路85号院  
                    二七-河医片-嵩山南路85号",280,急售 业主委托 嵩山路85号院 上外国语小学 57中 双气,3室2厅
138m²,2000年建造,低层(共29层),"
                    正商书香华府  
                    郑东新区-龙子湖-行健街6号",258,正商.书香华府 3室2厅2卫 138.0平米,3室2厅
89m²,2016年建造,低层(共27层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",100,100万  南北通透 3室2厅 鑫苑鑫家一期 周边商圈成熟,3室2厅
89m²,2015年建造,低层(共28层),"
                    中联创橄榄城五号院  
                    二七-连云路-连云路128号",121,满五唯一！！橄榄城伍号院纯南精装三室，有本无税，诚售保真,3室2厅
147m²,2011年建造,低层(共26层),"
                    丰庆华府  
                    金水-绿荫广场-丰庆路13号",230,送入户花园 边户双卫三室 双气 低楼层 可自住办过做生意,3室2厅
89m²,2016年建造,低层(共27层),"
                    鑫苑鑫家(3期)  
                    二七-华中片-大学南路",103,南北通透 103万 鑫苑鑫家(3期)  3室2厅 89平,3室2厅
136m²,2000年建造,低层(共26层),"
                    远大理想城  
                    经开-远大理想城-经北二路,近朝凤路",218,理想城南北通透三室 双阳台 业主诚意出售 价格可面谈,3室2厅
141m²,2014年建造,低层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",250,经开区品质项目九鼎世家诚心出售大三房疫情急售直降20万,3室2厅
89m²,2016年建造,低层(共27层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",99,精装修 3室2厅 鑫苑鑫家(1期) 电梯房 满二唯一住房 南,3室2厅
89m²,2018年建造,低层(共27层),"
                    鑫苑鑫家(3期)  
                    二七-华中片-大学南路",103,首付20万 买地铁口89平 满二年 双气三居室 南北通透,3室2厅
108m²,2013年建造,低层(共26层),"
                    郑东新世界(三期)  
                    中牟-中牟城区-青年路,近凤栖街",108,郑东新世界，精装修，满五唯一，业主诚心出售,3室2厅
110m²,2015年建造,低层(共26层),"
                    锦绣山河玉瑞园  
                    二七-嵩山路-天泰路,近迎福街",127,出售 锦绣山河 3室2厅 朝南 满五 127万 看房方便,3室2厅
95m²,2016年建造,低层(共27层),"
                    金地正华漾时代  
                    二七-二七周边-南四环,近嵩山南路",117.9,（品质）金地正华漾时代 刚需改善盘 南北通透 精装交房,3室2厅
122m²,2018年建造,低层(共27层),"
                    招商天地华府  
                    二七-嵩山路-嵩山南路,近南四环",155,招商品质大盘 南北通透大3房 业主诚心出售 可看房,3室2厅
120m²,2011年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",188,双气，双卫距离5号地铁800米，亚太明珠， 户型方正南北通透,3室1厅
140m²,,低层(共26层),"
                    金林公馆  
                    金水-未来路-福元路,近燕庄一街",266,福元路未来路南北通透大三房 高档小区人车分流 业主诚售仅契税,3室2厅
163m²,2015年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",430,亚太明珠一楼带俩院送地下室满五唯一朝凤路小学地铁五号线经开区,3室2厅
160m²,2011年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",304,双卫距离地铁五号线800米  双气 紧靠朝凤路小学 亚太明珠,3室2厅
141m²,2016年建造,低层(共26层),"
                    中联创橄榄城五号院  
                    二七-连云路-连云路128号",180,急售，包税，南三环连云路品质小区五号院大三室，可以随时看,3室2厅
88m²,2020年建造,低层(共29层),"
                    融创城  
                    管城-管南片-紫辰路",109,融创城 销售年中冲刺活动 来电团购直降2000 送豪华装修,3室2厅
126m²,2020年建造,低层(共26层),"
                    奥兰和园  
                    管城-城东路-城东南路,近二里岗东街",198,金二环 奥兰和园 一楼送60平天井地下室 可改成上下复式,3室2厅
141m²,2015年建造,低层(共25层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",245,急售 地铁5号线 实验小学 南北通透 改善住宅 看房有密码,3室2厅
103m²,2015年建造,低层(共28层),"
                    亚星江南小镇  
                    上街-中心路-淮阳路南段23号",58,江南小镇，小高层，首付5万，剩余首付三年六次无压力，随时装修,3室2厅
108m²,2018年建造,低层(共28层),"
                    万科大都会天悦苑  
                    二七-二七周边-金源路",126,万科大都汇一期108平3到2卫精装126万看房有钥匙,3室2厅
141m²,2014年建造,低层(共26层),"
                    建业春天里(中牟)  
                    郑东新区-商都路-万三公路,近平安大道",235,建业春天里（一楼带院）很不错的一套（喜欢的可以来了解了解）,3室2厅
143m²,2016年建造,低层(共26层),"
                    建业春天里(中牟)  
                    郑东新区-商都路-万三公路,近平安大道",170,（特荐）建业品质楼盘 现房 有本满二 可直接过户 视野采光好,3室2厅
89m²,2015年建造,低层(共27层),"
                    和昌悦澜北苑  
                    金水-花园路-宏康路66号",130,18年小区 电梯双气 和昌悦澜 精装三房 一楼适合老人居住,3室2厅
95m²,2018年建造,低层(共26层),"
                    万科溪望  
                    中牟-中牟城区-商都路",97,地铁13号线精装交房！现房，南北通透户型！万科大开发商 急卖,3室2厅
